Time_Hours,Active_Links,Data_Rate_Tbps,Interplanetary_Links,Success_Rate_Pct,Nav_Assisted_Pct,Traffic_Scheduled
0.0,0,0.0,0,0.0,0.0,0
24.0,9,0.009,5,17.647058823529413,33.33333333333333,8
48.0,21,0.020962584972130174,11,28.000000000000004,23.809523809523807,8
72.0,25,0.02494690614231224,13,24.752475247524753,28.000000000000004,8
96.0,32,0.03171114611137861,19,25.6,28.125,8
120.0,44,0.04382367549036196,29,30.344827586206897,29.545454545454547,8
144.0,56,0.05586639612346559,35,34.355828220858896,23.214285714285715,8
168.0,65,0.06493689503419244,39,33.33333333333333,21.53846153846154,8
192.0,78,0.07712083509069124,47,36.27906976744186,17.94871794871795,8
216.0,85,0.08421133223382739,52,35.12396694214876,18.823529411764707,8
240.0,92,0.09170918618705931,55,35.11450381679389,17.391304347826086,8
264.0,93,0.09316367681784975,56,33.096085409252666,18.27956989247312,8
288.0,97,0.09724720980381364,59,32.659932659932664,19.587628865979383,8
312.0,101,0.10096073406729383,62,31.962025316455694,18.81188118811881,8
336.0,106,0.10573661672295002,66,32.02416918429003,19.81132075471698,8
360.0,112,0.1119610041329749,70,32.18390804597701,19.642857142857142,8
384.0,118,0.11856083751214658,75,32.86908077994429,20.33898305084746,8
408.0,123,0.12320076858585664,78,32.975871313672926,19.51219512195122,8
432.0,125,0.12467850324600012,80,32.72251308900523,20.0,8
456.0,127,0.12623964353706613,73,31.909547738693465,20.47244094488189,8
480.0,130,0.1296440111395945,76,31.784841075794624,20.0,8
504.0,130,0.13022182137643257,76,30.58823529411765,20.0,8
528.0,136,0.13599907944884132,81,31.12128146453089,20.588235294117645,8
552.0,140,0.13950600603325142,84,30.63457330415755,21.428571428571427,8
576.0,142,0.1426476405507544,85,30.2771855010661,21.12676056338028,8
600.0,147,0.14707999037934943,90,30.246913580246915,21.08843537414966,8
624.0,153,0.15197452299602118,94,30.784708249496983,20.26143790849673,8
648.0,159,0.15920080822524565,99,31.176470588235293,20.754716981132077,8
672.0,163,0.16397102094553004,101,31.406551059730248,20.245398773006134,8
696.0,165,0.1649829015803329,103,30.95684803001876,20.0,8
720.0,171,0.17035184787232735,109,31.54981549815498,19.883040935672515,8
744.0,174,0.1741673551367627,112,31.464737793851715,20.689655172413794,8
768.0,177,0.17710436600773136,115,31.607142857142854,20.33898305084746,8
792.0,180,0.18012380234799724,118,31.57894736842105,20.555555555555554,8
816.0,183,0.1830973072768072,121,31.770833333333332,20.76502732240437,8
840.0,184,0.18445608086796894,122,31.399317406143346,21.195652173913043,8
864.0,187,0.18698316764945522,124,31.48148148148148,20.855614973262032,8
888.0,189,0.18943467977005948,126,31.343283582089555,21.164021164021165,8
912.0,189,0.1889350131912251,126,30.983606557377048,21.164021164021165,8
936.0,192,0.19149174163706353,129,31.06796116504854,21.875,8
960.0,194,0.19412514220152916,130,31.13964686998395,21.649484536082475,8
984.0,194,0.19371290954161569,130,30.842607313195547,21.649484536082475,8
1008.0,195,0.19577339829888843,131,30.757097791798106,21.53846153846154,8
1032.0,197,0.19686755197813402,133,30.829420970266042,21.82741116751269,8
1056.0,198,0.19834639630142945,134,30.793157076205286,21.71717171717172,8
1080.0,199,0.1985360975828209,135,30.757341576506953,21.608040201005025,8
1104.0,199,0.19812439569671536,135,30.615384615384617,21.608040201005025,8
1128.0,200,0.20029594077342414,136,30.58103975535168,21.5,8
1152.0,200,0.19978745853045304,136,30.211480362537763,21.5,8
1176.0,201,0.20077604436872384,137,30.08982035928144,21.393034825870647,8
1200.0,202,0.20244038306211326,138,29.88165680473373,21.287128712871286,8
1224.0,203,0.20320256479332546,139,29.809104258443465,21.67487684729064,8
1248.0,205,0.2050946257584176,141,29.839883551673946,21.951219512195124,8
1272.0,206,0.2053265784343613,142,29.81186685962373,21.844660194174757,8
1296.0,207,0.2066214844390103,143,29.74137931034483,22.22222222222222,8
1320.0,207,0.20678208257027897,143,29.613733905579398,22.22222222222222,8
1344.0,209,0.2076283257737829,145,29.85714285714286,22.48803827751196,8
1368.0,209,0.20948094515607169,145,29.814550641940084,22.48803827751196,8
1392.0,210,0.2103155689459956,146,29.914529914529915,22.380952380952383,8
1416.0,210,0.20982908387919882,146,29.914529914529915,22.380952380952383,8
1440.0,210,0.21040871880834794,133,29.871977240398294,22.380952380952383,8
1464.0,210,0.20875392422919803,133,29.829545454545453,22.380952380952383,8
1488.0,210,0.2096489573925143,125,29.66101694915254,22.380952380952383,8
1512.0,211,0.21201132565179714,133,29.760225669957684,22.748815165876778,8
1536.0,212,0.2124568739801798,164,29.775280898876407,23.11320754716981,8
1560.0,213,0.21276505036790044,165,29.873772791023846,23.004694835680752,8
1584.0,213,0.21271492774728515,165,29.790209790209794,23.004694835680752,8
1608.0,213,0.21300095485422746,165,29.748603351955303,23.004694835680752,8
1632.0,213,0.2134822194383674,165,29.707112970711297,23.004694835680752,8
1656.0,213,0.21382145278737108,165,29.624478442280942,23.004694835680752,8
1680.0,214,0.21381798632859772,166,29.72222222222222,23.364485981308412,8
1704.0,214,0.21341850295706064,166,29.72222222222222,23.364485981308412,8
1728.0,214,0.21362476537851746,166,29.72222222222222,23.364485981308412,8
1752.0,214,0.2162526531910892,166,29.72222222222222,23.364485981308412,8
1776.0,214,0.21422033868876036,166,29.72222222222222,23.364485981308412,8
1800.0,214,0.21367784296155154,166,29.72222222222222,23.364485981308412,8
1824.0,214,0.21452874912815412,166,29.72222222222222,23.364485981308412,8
1848.0,214,0.21364709707950919,166,29.72222222222222,23.364485981308412,8
1872.0,214,0.21439604939830872,166,29.72222222222222,23.364485981308412,8
1896.0,214,0.2138981919958588,166,29.72222222222222,23.364485981308412,8
1920.0,214,0.2142823873424928,166,29.72222222222222,23.364485981308412,8
1944.0,214,0.21442344714826023,166,29.72222222222222,23.364485981308412,8
1968.0,214,0.21420268684487023,166,29.72222222222222,23.364485981308412,8
