time,earth_connectivity,mars_connectivity,total_connectivity,active_fso_links,data_rate_tbps,interplanetary_links,controller_coverage,traffic_scheduled,blocked_by_sun,blocked_by_earth,blocked_by_mars,acquisition_success_rate,navigation_assisted_pct,average_latency_ms
4968.0,100.0,100.0,100.0,215,0.21510952748712775,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1804.0530828561155
4992.0,100.0,100.0,100.0,215,0.21383609452350866,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1764.5638587461062
5016.0,100.0,100.0,100.0,215,0.21633166700261677,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1751.246250149881
5040.0,100.0,100.0,100.0,215,0.21600329853410136,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1758.1622296311189
5064.0,100.0,100.0,100.0,215,0.2173557804072637,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1810.702923538164
5088.0,100.0,100.0,100.0,215,0.21474209520643622,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1780.7977548743759
5112.0,100.0,100.0,100.0,215,0.21562558531495932,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1769.3151490500786
5136.0,100.0,100.0,100.0,215,0.21536912364907668,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1768.6825820762767
5160.0,100.0,100.0,100.0,215,0.21478711944982307,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1784.2371438935952
5184.0,100.0,100.0,100.0,215,0.21465855897732428,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1809.5870934967295
5208.0,100.0,100.0,100.0,215,0.21445261234049698,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1828.7523648511524
5232.0,100.0,100.0,100.0,215,0.21570697687257043,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1801.6267025524967
5256.0,100.0,100.0,100.0,215,0.2144317090680482,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1806.4900105887937
5280.0,100.0,100.0,100.0,215,0.21446587761221633,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1807.3657983265118
5304.0,100.0,100.0,100.0,215,0.2140915739804336,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1790.5918659407098
5328.0,100.0,100.0,100.0,215,0.2147458712647881,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1805.121100436122
5352.0,100.0,100.0,100.0,215,0.2130306854923147,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1802.2406631316394
5376.0,100.0,100.0,100.0,215,0.21589348494008756,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1850.4008816755966
5400.0,100.0,100.0,100.0,215,0.2151388216506367,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1855.6476318754392
5424.0,100.0,100.0,100.0,215,0.21595842979144445,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1801.2967485582108
5448.0,100.0,100.0,100.0,215,0.21490307926289745,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1839.8673618777975
5472.0,100.0,100.0,100.0,215,0.21497108223766367,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1814.7296101090622
5496.0,100.0,100.0,100.0,215,0.2150317289389566,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1858.6103484295563
5520.0,100.0,100.0,100.0,215,0.2144078545455022,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1826.446635430756
5544.0,100.0,100.0,100.0,215,0.21590296812863294,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1848.4421014578331
5568.0,100.0,100.0,100.0,215,0.2155426544037331,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1842.604998355481
5592.0,100.0,100.0,100.0,215,0.21388220882584,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1820.4527338407577
5616.0,100.0,100.0,100.0,215,0.21538597606875343,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1827.1381718301338
5640.0,100.0,100.0,100.0,215,0.2151228784395048,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1855.2476853126
5664.0,100.0,100.0,100.0,215,0.21569934502652957,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1805.083153800448
5688.0,100.0,100.0,100.0,215,0.2149560376043153,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1860.7798520056892
5712.0,100.0,100.0,100.0,215,0.21651393844296776,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1872.269247690023
5736.0,100.0,100.0,100.0,215,0.21468418066979203,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1867.5058413850566
5760.0,100.0,100.0,100.0,215,0.21603243464794264,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1833.9215227047193
5784.0,100.0,100.0,100.0,215,0.21557353402782684,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1883.8326884805845
5808.0,100.0,100.0,100.0,215,0.21483467588746408,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1832.5575608226902
5832.0,100.0,100.0,100.0,215,0.2145573280855196,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1835.5600479952036
5856.0,100.0,100.0,100.0,215,0.21459643110978094,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1877.0363840820326
5880.0,100.0,100.0,100.0,215,0.2136111496894894,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1891.4753823829733
5904.0,100.0,100.0,100.0,215,0.2158070542776564,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1865.6794563170677
5928.0,100.0,100.0,100.0,215,0.21521888730485986,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1898.2891817819639
5952.0,100.0,100.0,100.0,215,0.21467232855756238,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1908.9594343646997
5976.0,100.0,100.0,100.0,215,0.2149675093146733,100,100.0,8,212,0,0,29.86111111111111,23.72093023255814,1878.6663737735964
6000.0,100.0,100.0,100.0,215,0.21457831569184052,100,100.0,8,212,0,0,29.86111111111111,23.72093023255814,1887.6855185931645
6024.0,100.0,100.0,100.0,215,0.21505482977817506,100,100.0,8,212,0,0,29.86111111111111,23.72093023255814,1891.5125857339494
6048.0,100.0,100.0,100.0,215,0.21603254703177283,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1872.5437038123307
6072.0,100.0,100.0,100.0,215,0.2143707853017169,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1869.811336653057
6096.0,100.0,100.0,100.0,215,0.21425847401760958,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1882.6351292457016
6120.0,100.0,100.0,100.0,215,0.21418897210912835,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1905.632019600046
6144.0,100.0,100.0,100.0,215,0.2144787240666774,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1834.1564968641972
6168.0,100.0,100.0,100.0,215,0.2142357498748577,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1863.8374493154172
6192.0,100.0,100.0,100.0,215,0.2142866752387113,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1885.0550595946008
6216.0,100.0,100.0,100.0,215,0.2153437027090073,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1841.2341750366102
6240.0,100.0,100.0,100.0,215,0.21212307282041723,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1866.0247441635438
6264.0,100.0,100.0,100.0,215,0.21384961454764315,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1901.2204235720671
6288.0,100.0,100.0,100.0,215,0.21534505820879257,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1830.3331921408433
6312.0,100.0,100.0,100.0,215,0.21477081675372733,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1817.7456920254272
6336.0,100.0,100.0,100.0,215,0.21438272500748654,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1828.035418156851
6360.0,100.0,100.0,100.0,215,0.21497055088388686,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1856.587371479271
6384.0,100.0,100.0,100.0,215,0.214614546935197,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1873.7756048988472
6408.0,100.0,100.0,100.0,215,0.21568463364839305,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1807.242723841584
6432.0,100.0,100.0,100.0,215,0.21678895345540347,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1870.1310450729027
6456.0,100.0,100.0,100.0,215,0.2162190285432123,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1786.6311325290749
6480.0,100.0,100.0,100.0,215,0.2144951547656432,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1789.2650163420608
6504.0,100.0,100.0,100.0,215,0.21545149824017523,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1824.5904721526306
6528.0,100.0,100.0,100.0,215,0.21498806437751128,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1848.992700805646
6552.0,100.0,100.0,100.0,215,0.21467127972119732,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1839.0979336390237
6576.0,100.0,100.0,100.0,215,0.21514869213891216,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1837.7149874595632
6600.0,100.0,100.0,100.0,215,0.21469073800756902,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1790.7870798107363
6624.0,100.0,100.0,100.0,215,0.21548120499927023,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1807.2086976752857
6648.0,100.0,100.0,100.0,215,0.21545594750156521,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1793.907725109656
6672.0,100.0,100.0,100.0,215,0.2136434124089835,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1875.7128353808876
6696.0,100.0,100.0,100.0,215,0.21504775572112028,94,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1793.8198109740426
6720.0,100.0,100.0,100.0,215,0.2148647241010711,94,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1800.2885610632345
6744.0,100.0,100.0,100.0,215,0.2145213700465428,90,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1746.121372196527
6768.0,100.0,100.0,100.0,215,0.216670993871109,90,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1735.4428355724333
6792.0,100.0,100.0,100.0,215,0.21294786888815748,90,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1797.5393569832695
6816.0,100.0,100.0,100.0,215,0.2156856028319585,86,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1827.896200110756
6840.0,100.0,100.0,100.0,215,0.21596168539744204,86,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1764.0617373415205
6864.0,100.0,100.0,100.0,215,0.21490048686106142,84,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1783.8558664343386
6888.0,100.0,100.0,100.0,215,0.21614175274207942,82,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1718.895934557559
6912.0,100.0,100.0,100.0,215,0.21397339846547558,82,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1734.2298278375595
6936.0,100.0,100.0,100.0,215,0.21459507863479174,82,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1758.2717062248157
6960.0,100.0,100.0,100.0,215,0.21571817252610154,80,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1774.5766545188046
6984.0,100.0,100.0,100.0,215,0.21464544993721266,80,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1761.604928661297
7008.0,100.0,100.0,100.0,215,0.21612391060242675,80,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1767.304004627271
7032.0,100.0,100.0,100.0,215,0.21377147237620236,80,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1749.330542683354
7056.0,100.0,100.0,100.0,215,0.21497409242804935,80,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1760.933490456189
7080.0,100.0,100.0,100.0,215,0.21520223588050175,80,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1689.480270734083
7104.0,100.0,100.0,100.0,215,0.21460279297398815,80,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1718.9835211153463
7128.0,100.0,100.0,100.0,215,0.21331227807286365,80,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1726.2327290405972
7152.0,100.0,100.0,100.0,215,0.2147956182058814,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1725.163889793974
7176.0,100.0,100.0,100.0,215,0.21396463503335222,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1704.2739011146002
7200.0,100.0,100.0,100.0,215,0.21528609953180258,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1732.3569452183694
7224.0,100.0,100.0,100.0,215,0.21526776861689406,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1709.1502480008044
7248.0,100.0,100.0,100.0,215,0.21458656058508524,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1716.5064845287015
7272.0,100.0,100.0,100.0,215,0.21492854096099276,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1696.3065610661602
7296.0,100.0,100.0,100.0,215,0.21441176651207905,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1720.2252391928157
7320.0,100.0,100.0,100.0,215,0.21448255199888452,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1733.5523796019245
7344.0,100.0,100.0,100.0,215,0.2152121195402516,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1693.1323438098082
7368.0,100.0,100.0,100.0,215,0.21526774371806442,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1685.2299809188598
7392.0,100.0,100.0,100.0,215,0.21632430296646127,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1646.1302240631392
7416.0,100.0,100.0,100.0,215,0.21380376684320185,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1668.5178217582177
7440.0,100.0,100.0,100.0,215,0.21606890406455942,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1662.6003264117003
7464.0,100.0,100.0,100.0,215,0.21625266614604352,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1682.2342870142072
7488.0,100.0,100.0,100.0,215,0.21512951867811778,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1688.2876691835604
7512.0,100.0,100.0,100.0,215,0.2144506263607327,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1694.3438204502659
7536.0,100.0,100.0,100.0,215,0.21437592381559473,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1649.1917377224163
7560.0,100.0,100.0,100.0,215,0.21623262027618448,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1678.4873287263772
7584.0,100.0,100.0,100.0,215,0.21540813128343503,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1640.1839364702473
7608.0,100.0,100.0,100.0,215,0.2154064697744138,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1698.7726068282163
7632.0,100.0,100.0,100.0,215,0.21461942906800238,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1700.0347776332092
7656.0,100.0,100.0,100.0,215,0.2149264852983224,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1650.6270099263043
7680.0,100.0,100.0,100.0,215,0.21529404955517284,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1664.0702947756845
7704.0,100.0,100.0,100.0,215,0.21593286735364783,98,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1660.5080491049937
7728.0,100.0,100.0,100.0,215,0.21530887732739531,98,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1654.9613490411505
7752.0,100.0,100.0,100.0,215,0.21547047733336266,98,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1696.110140839294
7776.0,100.0,100.0,100.0,215,0.21326947710584132,110,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1640.354103164246
7800.0,100.0,100.0,100.0,215,0.21509827526574563,110,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1668.3322149245535
7824.0,100.0,100.0,100.0,215,0.21405744796956533,146,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1609.9141949456343
7848.0,100.0,100.0,100.0,215,0.21386575372788338,149,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1612.1019693159308
7872.0,100.0,100.0,100.0,215,0.2149975737803712,151,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1630.6812365159626
7896.0,100.0,100.0,100.0,215,0.2157289247485521,161,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1658.1844702934059
7920.0,100.0,100.0,100.0,215,0.21586834758202167,163,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1605.4741547556011
7944.0,100.0,100.0,100.0,215,0.2150882579820795,163,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1613.1431862631603
7968.0,100.0,100.0,100.0,215,0.2149207842987803,163,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1625.0871969921952
7992.0,100.0,100.0,100.0,215,0.21503974167633236,163,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1664.4988993765774
8016.0,100.0,100.0,100.0,215,0.21564003027205633,163,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1595.5059557681177
8040.0,100.0,100.0,100.0,215,0.21564265793435797,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1612.181692134756
8064.0,100.0,100.0,100.0,215,0.214349143416532,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1626.3110286704252
8088.0,100.0,100.0,100.0,215,0.21546614365081448,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1578.9362447155652
8112.0,100.0,100.0,100.0,215,0.21530877754492356,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1610.2142496882034
8136.0,100.0,100.0,100.0,215,0.2156028301198146,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1563.9847742639593
8160.0,100.0,100.0,100.0,215,0.21402982481200833,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1630.7539897235395
8184.0,100.0,100.0,100.0,215,0.21564459970618946,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1568.4104467534528
8208.0,100.0,100.0,100.0,215,0.2149457123247653,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1599.8396853805161
8232.0,100.0,100.0,100.0,215,0.21546910865789945,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1611.8379077385384
8256.0,100.0,100.0,100.0,215,0.21453201627678412,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1582.8427434077669
8280.0,100.0,100.0,100.0,215,0.21474723342989482,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1562.1407940322463
8304.0,100.0,100.0,100.0,215,0.21545662618737815,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1575.3887724242288
8328.0,100.0,100.0,100.0,215,0.2152926045003132,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1562.9771591466406
8352.0,100.0,100.0,100.0,215,0.21518707888121627,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1576.4868055270629
8376.0,100.0,100.0,100.0,215,0.21505456004820028,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1581.9243224666411
8400.0,100.0,100.0,100.0,215,0.2156644034193777,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1623.2350285449277
8424.0,100.0,100.0,100.0,215,0.21624039801821296,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1564.4127793728187
8448.0,100.0,100.0,100.0,215,0.21594198704303788,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1603.0924083519903
8472.0,100.0,100.0,100.0,215,0.21495802231577563,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1564.8703329672173
8496.0,100.0,100.0,100.0,215,0.2133777030862264,167,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1602.47860367577
8520.0,100.0,100.0,100.0,215,0.21560580435867616,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1643.876473873446
8544.0,100.0,100.0,100.0,215,0.21462673577656588,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1576.3418610798965
8568.0,100.0,100.0,100.0,215,0.21489783541232618,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1564.6230354454617
8592.0,100.0,100.0,100.0,215,0.21498782527248886,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1545.7462423772145
8616.0,100.0,100.0,100.0,215,0.21531260702132046,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1562.5816552381234
8640.0,100.0,100.0,100.0,215,0.21438598425131797,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1543.6308767786554
8664.0,100.0,100.0,100.0,215,0.21491806986831746,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1517.435602484392
8688.0,100.0,100.0,100.0,215,0.2129517125871383,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1523.7904132065646
8712.0,100.0,100.0,100.0,215,0.21410380088703151,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1576.146863847725
8736.0,100.0,100.0,100.0,215,0.21485720859481658,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1540.051569144604
8760.0,100.0,100.0,100.0,215,0.21417074259293822,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1501.238155538689
8784.0,100.0,100.0,100.0,215,0.2146747773703245,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1549.7943097999125
8808.0,100.0,100.0,100.0,215,0.21595484546795538,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1524.2989664622837
8832.0,100.0,100.0,100.0,215,0.2151212195367255,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1492.982253333991
8856.0,100.0,100.0,100.0,215,0.21535806891063208,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1494.6148059050663
8880.0,100.0,100.0,100.0,215,0.21539472381624133,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1503.8660784716508
8904.0,100.0,100.0,100.0,215,0.21449324459120778,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1516.538047245721
8928.0,100.0,100.0,100.0,215,0.2150581502132286,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1572.07930009919
8952.0,100.0,100.0,100.0,215,0.21472001758585849,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1526.7081901574609
8976.0,100.0,100.0,100.0,215,0.215536653016026,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1497.9979351267311
9000.0,100.0,100.0,100.0,215,0.21517505754274943,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1544.5648083894332
9024.0,100.0,100.0,100.0,215,0.21504688596113475,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1530.679999327898
9048.0,100.0,100.0,100.0,215,0.21441184277402867,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1498.6173612364146
9072.0,100.0,100.0,100.0,215,0.2154519727780825,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1508.472389718725
9096.0,100.0,100.0,100.0,215,0.21484459001242268,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1538.2864228006586
9120.0,100.0,100.0,100.0,215,0.21506988172428562,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1531.2320477876574
9144.0,100.0,100.0,100.0,215,0.2158442051891165,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1478.631435162562
9168.0,100.0,100.0,100.0,215,0.21432019840290623,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1534.2538952831926
9192.0,100.0,100.0,100.0,215,0.21378172784127095,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1483.9048557875415
9216.0,100.0,100.0,100.0,215,0.2150748716441029,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1514.0590636754257
9240.0,100.0,100.0,100.0,215,0.21611245426008957,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1493.2273257295228
9264.0,100.0,100.0,100.0,215,0.2163702490034859,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1470.7699362623973
9288.0,100.0,100.0,100.0,215,0.21369150069641166,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1495.0967233769393
9312.0,100.0,100.0,100.0,215,0.21446372833131153,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1514.2272248179622
9336.0,100.0,100.0,100.0,215,0.21391118154047278,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1469.580442008308
9360.0,100.0,100.0,100.0,215,0.21551277143970454,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1470.2081299022618
9384.0,100.0,100.0,100.0,215,0.2137915562454106,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1494.174891313611
9408.0,100.0,100.0,100.0,215,0.21551027857130936,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1495.7916547521957
9432.0,100.0,100.0,100.0,215,0.2154827965911949,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1437.8244340078966
9456.0,100.0,100.0,100.0,215,0.21528673665445736,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1484.5709951079261
9480.0,100.0,100.0,100.0,215,0.2150226780639559,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1477.5404725328024
9504.0,100.0,100.0,100.0,215,0.21421709187948718,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1514.6978066222725
9528.0,100.0,100.0,100.0,215,0.21628097651550765,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1483.503690499184
9552.0,100.0,100.0,100.0,215,0.21609619382741008,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1458.4793416856942
9576.0,100.0,100.0,100.0,215,0.2140645799203583,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1475.6138832712159
9600.0,100.0,100.0,100.0,215,0.21425332955757856,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1448.8090442264731
9624.0,100.0,100.0,100.0,215,0.21570190972861114,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1464.8495020486223
9648.0,100.0,100.0,100.0,215,0.21546097823509153,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1446.7036881127901
9672.0,100.0,100.0,100.0,215,0.21538990969804675,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1454.1615905073259
9696.0,100.0,100.0,100.0,215,0.21512463458233247,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1474.3864193302218
9720.0,100.0,100.0,100.0,215,0.21476174144299773,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1465.9530107747878
9744.0,100.0,100.0,100.0,215,0.2153377920969266,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1457.6987990409316
9768.0,100.0,100.0,100.0,215,0.21577855801988086,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1477.3472414720993
9792.0,100.0,100.0,100.0,215,0.21402183666344746,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1511.8958436010073
9816.0,100.0,100.0,100.0,215,0.21498650581598533,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1475.0265037361485
9840.0,100.0,100.0,100.0,215,0.21419853758662824,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1502.0348508184136
9864.0,100.0,100.0,100.0,215,0.21478581946689454,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1476.151745821466
9888.0,100.0,100.0,100.0,215,0.21451872113694134,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1491.5482967231799
9912.0,100.0,100.0,100.0,215,0.21456281046397122,183,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1469.5471206271718
